"","Year","State","mk1","mk2","measure","other","type","chem_name","chem_index","Value"
"1415",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CYFLUFENAMID","555550","(D)"
"1416",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","CYPRODINIL","288202","5,500"
"1417",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"1418",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FENHEXAMID","90209","(D)"
"1419",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUDIOXONIL","71503","4,500"
"1420",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUOPYRAM","80302","(D)"
"1421",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FOSETYL-AL","123301","(D)"
"1422",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MEFENOXAM","113502","(D)"
"1423",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
"1424",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PROPICONAZOLE","122101","(D)"
"1425",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
"1426",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRACLOSTROBIN","99100","(D)"
"1427",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRIMETHANIL","288201","(D)"
"1428",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TETRACONAZOLE","120603","(D)"
"1429",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001","(D)"
"1430",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIRAM","79801","142,400"
"1431",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TOTAL",NA,"303,200"
"1432",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
"1433",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
"1434",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","CLETHODIM","121011","(D)"
"1435",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","COPPER ETHANOLAMINE","24409","(D)"
"1436",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","DIMETHENAMID","129051","(D)"
"1437",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","FLUMIOXAZIN","129034","(D)"
"1438",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","FLUROXYPYR 1-MHE","128968","(D)"
"1439",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","GLYPHOSATE ISO. SALT","103601","(D)"
"1440",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","HALOSULFURON-METHYL","128721","(D)"
"1441",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","KANTOR","129108","(D)"
"1442",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","TOTAL",NA,"2,600"
"1443",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ABAMECTIN","122804","(Z)"
"1444",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACETAMIPRID","99050","(D)"
"1445",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENAZATE","586","(D)"
"1446",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENTHRIN","128825","(D)"
"1447",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CARBARYL","56801","(D)"
"1448",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHLORANTRANILIPROLE","90100","(D)"
"1449",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYANTRANILIPROLE","90098","(D)"
"1450",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYFLUMETOFEN","138831","(D)"
"1451",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","DIAZINON","57801","(D)"
"1452",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENAZAQUIN","44501","(D)"
"1453",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPYROXIMATE","129131","(D)"
"1454",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","IMIDACLOPRID","129099","(D)"
"1455",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","MALATHION","57701","(D)"
"1456",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","METHOXYFENOZIDE","121027","(D)"
"1457",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NALED","34401","(D)"
"1458",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NOVALURON","124002","1,100"
"1459",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINETORAM","110007","700"
"1460",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPIROMESIFEN","24875","(D)"
"1461",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SULFOXAFLOR","5210","(D)"
"1462",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","THIAMETHOXAM","60109","(D)"
"1463",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","TOTAL",NA,"6,200"
"1464",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","ACIBENZOLAR-S-METHYL","61402","(D)"
"1465",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","CYTOKININS","116801","(D)"
"1466",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","ETHEPHON","99801","(D)"
"1467",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","INDOLEBUTYRIC ACID","46701","(D)"
"1468",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","METAM-POTASSIUM","39002","(D)"
"1469",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(NA)"
"1470",2021,"FLORIDA","BEARING","APPLICATIONS","LB",NA,"OTHER","TOTAL",NA,"8,600"
"1471",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN","128810","(D)"
"1472",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
"1473",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102","(D)"
"1474",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BOSCALID","128008","(D)"
"1475",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN","81301","2.025"
"1476",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYFLUFENAMID","555550","(D)"
"1477",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL","288202","0.294"
"1478",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"1479",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID","90209","(D)"
"1480",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL","71503","0.189"
"1481",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUOPYRAM","80302","(D)"
"1482",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FOSETYL-AL","123301","(D)"
"1483",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MEFENOXAM","113502","(D)"
"1484",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
"1485",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PROPICONAZOLE","122101","(D)"
"1486",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
"1487",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRACLOSTROBIN","99100","(D)"
"1488",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL","288201","(D)"
"1489",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TETRACONAZOLE","120603","(D)"
"1490",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001","(D)"
"1491",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIRAM","79801","2.38"
"1492",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
"1493",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
"1494",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","CLETHODIM","121011","(D)"
"1495",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","COPPER ETHANOLAMINE","24409","(D)"
"1496",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","DIMETHENAMID","129051","(D)"
"1497",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","FLUMIOXAZIN","129034","(D)"
"1498",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","FLUROXYPYR 1-MHE","128968","(D)"
"1499",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","GLYPHOSATE ISO. SALT","103601","(D)"
"1500",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","HALOSULFURON-METHYL","128721","(D)"
"1501",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","KANTOR","129108","(D)"
"1502",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ABAMECTIN","122804","0.017"
"1503",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID","99050","(D)"
"1504",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE","586","(D)"
"1505",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN","128825","(D)"
"1506",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CARBARYL","56801","(D)"
"1507",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100","(D)"
"1508",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYANTRANILIPROLE","90098","(D)"
"1509",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYFLUMETOFEN","138831","(D)"
"1510",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","DIAZINON","57801","(D)"
"1511",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENAZAQUIN","44501","(D)"
"1512",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPYROXIMATE","129131","(D)"
"1513",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","IMIDACLOPRID","129099","(D)"
"1514",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION","57701","(D)"
"1515",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","METHOXYFENOZIDE","121027","(D)"
"1516",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NALED","34401","(D)"
"1517",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NOVALURON","124002","0.072"
"1518",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINETORAM","110007","0.069"
"1519",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPIROMESIFEN","24875","(D)"
"1520",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SULFOXAFLOR","5210","(D)"
"1521",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM","60109","(D)"
"1522",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","ACIBENZOLAR-S-METHYL","61402","(D)"
"1523",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","CYTOKININS","116801","(D)"
"1524",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","ETHEPHON","99801","(D)"
"1525",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","INDOLEBUTYRIC ACID","46701","(D)"
"1526",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METAM-POTASSIUM","39002","(D)"
"1527",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(NA)"
"1528",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","AZOXYSTROBIN","128810","(D)"
"1529",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479","(NA)"
"1530",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102","(D)"
"1531",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BOSCALID","128008","(D)"
"1532",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","CAPTAN","81301","21.339"
"1533",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","CYFLUFENAMID","555550","(D)"
"1534",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","CYPRODINIL","288202","0.816"
"1535",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"1536",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","FENHEXAMID","90209","(D)"
"1537",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","FLUDIOXONIL","71503","0.652"
"1538",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","FLUOPYRAM","80302","(D)"
"1539",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","FOSETYL-AL","123301","(D)"
"1540",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","MEFENOXAM","113502","(D)"
"1541",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
"1542",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","PROPICONAZOLE","122101","(D)"
"1543",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
"1544",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","PYRACLOSTROBIN","99100","(D)"
"1545",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","PYRIMETHANIL","288201","(D)"
"1546",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","TETRACONAZOLE","120603","(D)"
"1547",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001","(D)"
"1548",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","THIRAM","79801","22.509"
"1549",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
"1550",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
"1551",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","CLETHODIM","121011","(D)"
"1552",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","COPPER ETHANOLAMINE","24409","(D)"
"1553",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","DIMETHENAMID","129051","(D)"
"1554",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","FLUMIOXAZIN","129034","(D)"
"1555",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","FLUROXYPYR 1-MHE","128968","(D)"
"1556",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","GLYPHOSATE ISO. SALT","103601","(D)"
"1557",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","HALOSULFURON-METHYL","128721","(D)"
"1558",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","HERBICIDE","KANTOR","129108","(D)"
"1559",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","ABAMECTIN","122804","0.037"
"1560",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","ACETAMIPRID","99050","(D)"
"1561",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENAZATE","586","(D)"
"1562",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENTHRIN","128825","(D)"
"1563",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","CARBARYL","56801","(D)"
"1564",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100","(D)"
"1565",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","CYANTRANILIPROLE","90098","(D)"
"1566",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","CYFLUMETOFEN","138831","(D)"
"1567",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","DIAZINON","57801","(D)"
"1568",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","FENAZAQUIN","44501","(D)"
"1569",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","FENPYROXIMATE","129131","(D)"
"1570",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","IMIDACLOPRID","129099","(D)"
"1571",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","MALATHION","57701","(D)"
"1572",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","METHOXYFENOZIDE","121027","(D)"
"1573",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","NALED","34401","(D)"
"1574",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","NOVALURON","124002","0.187"
"1575",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","SPINETORAM","110007","0.124"
"1576",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","SPIROMESIFEN","24875","(D)"
"1577",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","SULFOXAFLOR","5210","(D)"
"1578",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","INSECTICIDE","THIAMETHOXAM","60109","(D)"
"1579",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","OTHER","ACIBENZOLAR-S-METHYL","61402","(D)"
"1580",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","OTHER","CYTOKININS","116801","(D)"
"1581",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","OTHER","ETHEPHON","99801","(D)"
"1582",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","OTHER","INDOLEBUTYRIC ACID","46701","(D)"
"1583",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","OTHER","METAM-POTASSIUM","39002","(D)"
"1584",2021,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","(NA)"
"1585",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","AZOXYSTROBIN","128810","(D)"
"1586",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479","(D)"
"1587",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102","(D)"
"1588",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","BOSCALID","128008","(D)"
"1589",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","CAPTAN","81301","10.5"
"1590",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","CYFLUFENAMID","555550","(D)"
"1591",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","CYPRODINIL","288202","2.8"
"1592",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","DIFENOCONAZOLE","128847","(D)"
"1593",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","FENHEXAMID","90209","(D)"
"1594",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","FLUDIOXONIL","71503","3.4"
"1595",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","FLUOPYRAM","80302","(D)"
"1596",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","FOSETYL-AL","123301","(D)"
"1597",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","MEFENOXAM","113502","(D)"
"1598",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416","(D)"
"1599",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","PROPICONAZOLE","122101","(D)"
"1600",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110","(D)"
"1601",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","PYRACLOSTROBIN","99100","(D)"
"1602",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","PYRIMETHANIL","288201","(D)"
"1603",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","TETRACONAZOLE","120603","(D)"
"1604",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001","(D)"
"1605",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","THIRAM","79801","9.5"
"1606",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","FUNGICIDE","TRIFLUMIZOLE","128879","(D)"
"1607",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","HERBICIDE","CARFENTRAZONE-ETHYL","128712","(D)"
"1608",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","HERBICIDE","CLETHODIM","121011","(D)"
"1609",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","HERBICIDE","COPPER ETHANOLAMINE","24409","(D)"
"1610",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","HERBICIDE","DIMETHENAMID","129051","(D)"
"1611",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","HERBICIDE","FLUMIOXAZIN","129034","(D)"
"1612",2021,"FLORIDA","BEARING","APPLICATIONS","NUMBER","AVG","HERBICIDE","FLUROXYPYR 1-MHE","128968","(D)"
